	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Comparison
GO:0030427	CC	GO:0030427	site of polarized growth	19/668	207/21251	3.12318912699503e-05	0.000918338238018305	0.000734227839958388	Arpc2/Adcy10/Cbarp/Inpp5j/Cobl/Cdk5r1/Itga3/Mapt/Calm1/Hsp90aa1/Ppp1r2/Kif5c/Src/Ssh1/Arpc3/Fscn1/Calm3/Apbb1/Katnb1	19	Maintenance_vs_FoodTrained
GO:0071556	CC	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	5/668	13/21251	3.15459700082624e-05	0.000918338238018305	0.000734227839958388	Sppl2b/H2-K1/H2-D1/H2-T23/Pkd2	5	Maintenance_vs_FoodTrained
GO:0098553	CC	GO:0098553	lumenal side of endoplasmic reticulum membrane	5/668	13/21251	3.15459700082624e-05	0.000918338238018305	0.000734227839958388	Sppl2b/H2-K1/H2-D1/H2-T23/Pkd2	5	Maintenance_vs_FoodTrained
GO:0031253	CC	GO:0031253	cell projection membrane	24/668	312/21251	5.57518093028562e-05	0.00153757621445772	0.00122931967327073	Arpc2/Cd24a/Palm/Apc2/Pemt/Itga3/Mapt/Unc5a/Dmtn/Twf1/Gabbr1/Ehd3/Bbip1/Src/Slc12a5/Arhgef2/Evc/Pkd2/Scarb1/Fscn1/Rac1/Akt2/Rps3/Ndrg4	24	Maintenance_vs_FoodTrained
GO:0030658	CC	GO:0030658	transport vesicle membrane	15/668	148/21251	6.82050979627922e-05	0.00178697356662516	0.00142871731522059	Sema4c/Sgta/Ap1b1/Calm1/Syngr1/Rab5a/Ptprs/Slc6a7/Vti1a/Rab14/Stx1a/Ap1s1/Calm3/Slc18a1/Scamp5	15	Maintenance_vs_FoodTrained
GO:0098576	CC	GO:0098576	lumenal side of membrane	5/668	17/21251	0.000136605830908019	0.00326020492049398	0.00260659212205023	Sppl2b/H2-K1/H2-D1/H2-T23/Pkd2	5	Maintenance_vs_FoodTrained
GO:0000139	CC	GO:0000139	Golgi membrane	21/668	270/21251	0.000136878832539823	0.00326020492049398	0.00260659212205023	Atg9a/Srebf1/Hid1/Rfng/H2-K1/H2-D1/H2-T23/Prkce/Sptbn2/Arfgap1/Aph1a/Slc30a7/Ubiad1/Lfng/Rac1/Fkrp/Bet1l/Mbtps1/Scamp5/Copb2/Scap	21	Maintenance_vs_FoodTrained
GO:0030672	CC	GO:0030672	synaptic vesicle membrane	12/668	109/21251	0.000163555850731437	0.0035183491296913	0.00281298303257761	Sema4c/Sgta/Calm1/Syngr1/Rab5a/Ptprs/Slc6a7/Rab14/Stx1a/Calm3/Slc18a1/Scamp5	12	Maintenance_vs_FoodTrained
GO:0099501	CC	GO:0099501	exocytic vesicle membrane	12/668	109/21251	0.000163555850731437	0.0035183491296913	0.00281298303257761	Sema4c/Sgta/Calm1/Syngr1/Rab5a/Ptprs/Slc6a7/Rab14/Stx1a/Calm3/Slc18a1/Scamp5	12	Maintenance_vs_FoodTrained
GO:0010008	CC	GO:0010008	endosome membrane	21/668	274/21251	0.000167860168401302	0.0035183491296913	0.00281298303257761	Atg9a/Bok/Sppl2b/Stard3/Sphk1/H2-K1/H2-D1/H2-T23/Rab5a/Ehd3/Cyb561a3/Vti1a/Abca2/Ncdn/Atp13a2/Slc15a4/Rac1/Abcg4/Scamp5/Rab27a/Cmtm6	21	Maintenance_vs_FoodTrained
GO:0009898	CC	GO:0009898	cytoplasmic side of plasma membrane	16/668	179/21251	0.000175811531728814	0.00354327856253455	0.00283291455984081	Dlg4/Mapt/Cyth1/Rnf31/Mtss1/Snx9/Pkp4/Src/Kcnab2/Ajap1/Hip1/Rac1/Prmt8/Gramd1a/Ap2a1/Cdk16	16	Maintenance_vs_FoodTrained
GO:0044304	CC	GO:0044304	main axon	10/668	81/21251	0.000221545127352608	0.00427174881226504	0.00341533954857671	Nav1/Dlg4/Mapt/Gabbr1/Mbp/Kcnq2/Bcan/Kcna2/Kcnab2/Apbb1	10	Maintenance_vs_FoodTrained
GO:0001726	CC	GO:0001726	ruffle	14/668	147/21251	0.000228261386914926	0.00427174881226504	0.00341533954857671	Arpc2/Inpp5j/Cobl/Twf1/Rab5a/Src/Arhgef2/Tln1/Fscn1/Rac1/Frmd4b/Akt2/Rps3/Sh2b1	14	Maintenance_vs_FoodTrained
GO:0005884	CC	GO:0005884	actin filament	13/668	132/21251	0.000272250880846745	0.00491929177805843	0.00393306172693301	Arpc2/Fmn2/Apc2/Cobl/Map3k1/Ldb3/Dmtn/Twf1/Dyrk1a/Src/Arpc3/Rac1/Cotl1	13	Maintenance_vs_FoodTrained
GO:0043209	CC	GO:0043209	myelin sheath	17/668	207/21251	0.000307672271636457	0.00537400901125012	0.00429661628460737	Igsf8/Rtn4/Cnp/Calm1/Hsp90aa1/Ckb/Ehd3/Mbp/Ina/Eef1a2/Vcp/Ywhag/Fscn1/Calm3/Tufm/Dlat/Mobp	17	Maintenance_vs_FoodTrained
GO:0098791	CC	GO:0098791	Golgi apparatus subcompartment	21/668	292/21251	0.000397042822099999	0.00671130447678708	0.00536580791836331	Atg9a/Chpf/Bok/Pam/Ap1b1/Cpd/Crhr1/Hid1/Trappc9/Snx9/H2-K1/H2-D1/Vps51/Rab14/Lypla2/Ap1s1/Rac1/Rab30/Bet1l/Mbtps1/Scamp5	21	Maintenance_vs_FoodTrained
GO:0015629	CC	GO:0015629	actin cytoskeleton	30/668	492/21251	0.00045826782892726	0.00750413569868388	0.00599969065503452	Arpc2/Fmn2/Cdc42bpa/Apc2/Sppl2b/Cobl/Map3k1/Ldb3/Dmtn/Mtss1/Triobp/Twf1/Dyrk1a/Snx9/Tmem63b/Rab5a/Sptbn2/Ablim1/Src/Arhgef2/Ablim2/Arpc3/Stx1a/Fscn1/Rac1/Mtpn/Zyx/Rtkn/Cotl1/Mobp	30	Maintenance_vs_FoodTrained
GO:0034705	CC	GO:0034705	potassium channel complex	10/668	90/21251	0.000524222842706868	0.00832402332055754	0.00665520546721956	Calm1/Kcnq2/Hcn3/Kcna2/Kcnab2/Kcnh2/Abcb8/Kcnip4/Calm3/Kcnd1	10	Maintenance_vs_FoodTrained
GO:0008076	CC	GO:0008076	voltage-gated potassium channel complex	9/668	76/21251	0.000618279156961525	0.00952877288964232	0.00761842428701817	Calm1/Kcnq2/Hcn3/Kcna2/Kcnab2/Kcnh2/Kcnip4/Calm3/Kcnd1	9	Maintenance_vs_FoodTrained
GO:0099240	CC	GO:0099240	intrinsic component of synaptic membrane	18/668	245/21251	0.000786268508493306	0.0116142337048781	0.0092857874940568	Cadm3/Rtn4/Dlg4/Slc16a3/Pcdh8/Adgrb1/Gabbr1/Ptprs/Slc6a7/Aph1a/Kcna2/Ptprd/Stx1a/Clstn3/Syt3/Lrrc4b/Prrt2/Nlgn3	18	Maintenance_vs_FoodTrained
GO:0099699	CC	GO:0099699	integral component of synaptic membrane	17/668	225/21251	0.000797924453006891	0.0116142337048781	0.0092857874940568	Cadm3/Rtn4/Slc16a3/Pcdh8/Adgrb1/Gabbr1/Ptprs/Slc6a7/Aph1a/Kcna2/Ptprd/Stx1a/Clstn3/Syt3/Lrrc4b/Prrt2/Nlgn3	17	Maintenance_vs_FoodTrained
GO:0043194	CC	GO:0043194	axon initial segment	5/668	25/21251	0.00095235242789836	0.0134873695194254	0.0107833930669572	Nav1/Kcnq2/Bcan/Kcna2/Kcnab2	5	Maintenance_vs_FoodTrained
GO:0031256	CC	GO:0031256	leading edge membrane	13/668	152/21251	0.00104697070364839	0.0144371749660989	0.0115427795028272	Arpc2/Palm/Apc2/Mapt/Unc5a/Twf1/Gabbr1/Src/Slc12a5/Arhgef2/Rac1/Akt2/Rps3	13	Maintenance_vs_FoodTrained
GO:0005795	CC	GO:0005795	Golgi stack	9/668	83/21251	0.00117487796066764	0.0157855397792268	0.0126208212778872	Chpf/Hid1/H2-K1/H2-D1/Rab14/Lypla2/Rab30/Bet1l/Mbtps1	9	Maintenance_vs_FoodTrained
GO:0005912	CC	GO:0005912	adherens junction	12/668	137/21251	0.00131144659250639	0.0171799503618338	0.0137356774688827	Ldb3/Cdh24/Mtss1/Pkp4/Frmd5/Cdh22/Tln1/Ajap1/Zyx/Frmd4b/Nectin2/Kifc3	12	Maintenance_vs_FoodTrained
GO:0098563	CC	GO:0098563	intrinsic component of synaptic vesicle membrane	7/668	56/21251	0.00178947455129939	0.0228703576800214	0.0182852598566664	Syngr1/Rab5a/Ptprs/Slc6a7/Rab14/Stx1a/Scamp5	7	Maintenance_vs_FoodTrained
GO:0010494	CC	GO:0010494	cytoplasmic stress granule	8/668	75/21251	0.00241729211357818	0.0301585968455945	0.0241123373735368	Larp1/Hnrnpk/Habp4/Caprin1/Vcp/Prkaa2/Atxn2l/Tial1	8	Maintenance_vs_FoodTrained
GO:0060076	CC	GO:0060076	excitatory synapse	8/668	77/21251	0.00285479479174468	0.0347886621133538	0.0278141573345014	Cadm3/Dlg4/Itga3/Slc16a3/Igsf11/Sptbn2/Met/Nlgn3	8	Maintenance_vs_FoodTrained
GO:0042824	CC	GO:0042824	MHC class I peptide loading complex	3/668	10/21251	0.00314497837132495	0.0366215259238727	0.0292795647201714	H2-K1/H2-D1/Abcb9	3	Maintenance_vs_FoodTrained
GO:0044224	CC	GO:0044224	juxtaparanode region of axon	3/668	10/21251	0.00314497837132495	0.0366215259238727	0.0292795647201714	Dlg4/Kcna2/Kcnab2	3	Maintenance_vs_FoodTrained
GO:0031901	CC	GO:0031901	early endosome membrane	9/668	96/21251	0.00323652698683634	0.0368682639370053	0.0294768361730175	Bok/Sphk1/H2-K1/H2-D1/H2-T23/Rab5a/Slc15a4/Rac1/Cmtm6	9	Maintenance_vs_FoodTrained
GO:0031227	CC	GO:0031227	intrinsic component of endoplasmic reticulum membrane	12/668	155/21251	0.00368395721415999	0.0410722038344646	0.032837961281874	Dnajb2/Sppl2b/Rtn4/Nfe2l1/H2-K1/Atf6b/H2-D1/H2-T23/Pigt/Pkd2/Abcb9/Gramd1a	12	Maintenance_vs_FoodTrained
GO:0043197	CC	GO:0043197	dendritic spine	14/668	198/21251	0.00407792071466904	0.0442329743767457	0.0353650538407891	Arpc2/Palm/Apba3/Dlg4/Cdk5r1/Ppp1r1b/Hnrnpk/Ppp1r2/Gabbr1/Nsmf/Rac1/Apbb1/Nedd4/Kcnd1	14	Maintenance_vs_FoodTrained
GO:0005938	CC	GO:0005938	cell cortex	18/668	285/21251	0.00413628958866516	0.0442329743767457	0.0353650538407891	Fmn2/Cobl/Dlg4/Hnrnpk/Dmtn/Snx9/Sptbn2/Nsmf/Rnd3/Pkd2/Rac1/Rtkn/Akt2/Ppfia3/Cotl1/Map2k1/Nedd4/Mobp	18	Maintenance_vs_FoodTrained
GO:0043204	CC	GO:0043204	perikaryon	11/668	140/21251	0.00475678083426408	0.0498510631430875	0.0398568162534127	Arpc2/Resp18/Pam/Clcn2/Nsmf/Rtn4rl2/Slc12a5/Kcna2/Ncdn/Ptpn5/Map2k1	11	Maintenance_vs_FoodTrained
GO:0019888	MF	GO:0019888	protein phosphatase regulator activity	13/662	85/20962	2.52609478413704e-06	0.00180716334853734	0.0016030165261095	Ppp1r7/Cabin1/Ppp1r1b/Calm1/Phactr1/Elfn2/Ppp1r2/Rcan1/Ppp2r5b/Csnk2a1/Ppp1r35/Calm3/Ppp2r1b	13	Maintenance_vs_FoodTrained
GO:0019208	MF	GO:0019208	phosphatase regulator activity	14/662	103/20962	4.40771548423742e-06	0.00180716334853734	0.0016030165261095	Ppp1r7/Cabin1/Ppp1r1b/Calm1/Phactr1/Elfn2/Sbf1/Ppp1r2/Rcan1/Ppp2r5b/Csnk2a1/Ppp1r35/Calm3/Ppp2r1b	14	Maintenance_vs_FoodTrained
GO:0019212	MF	GO:0019212	phosphatase inhibitor activity	8/662	47/20962	0.000100379565939929	0.0213831405812502	0.0189675868313785	Ppp1r7/Cabin1/Ppp1r1b/Phactr1/Elfn2/Sbf1/Ppp1r2/Ppp1r35	8	Maintenance_vs_FoodTrained
GO:0004674	MF	GO:0004674	protein serine/threonine kinase activity	29/662	429/20962	0.000110010015620919	0.0213831405812502	0.0189675868313785	Clk1/Mapkapk2/Dstyk/Cdc42bpa/Dyrk2/Camkk1/Cdk12/Aatk/Rock2/Map3k1/Pim3/Acvr1b/Dyrk1a/Ccnd3/Prkce/Map3k2/Map3k11/Stk39/Csnk2a1/Prkaa2/Pink1/Fastk/Cdkl2/Gak/Fam20c/Akt2/Ulk3/Map2k1/Cdk16	29	Maintenance_vs_FoodTrained
GO:0015079	MF	GO:0015079	potassium ion transmembrane transporter activity	15/662	156/20962	0.000130385003544208	0.0213831405812502	0.0189675868313785	Kcnk9/Kcnh8/Kcnk12/Slc12a2/Slc12a5/Kcnq2/Hcn3/Kcna2/Slc24a2/Kcnab2/Kcnh2/Kcnip4/Pkd2/Slc9a5/Kcnd1	15	Maintenance_vs_FoodTrained
GO:0003729	MF	GO:0003729	mRNA binding	24/662	344/20962	0.000264827779208627	0.0313760348594372	0.0278316304080502	Rpl7/Zc3h11a/Larp1/Msi2/Alyref/Hnrnpk/Exosc4/Pcbp2/Zfp385a/Srrm2/Lrpprc/Rbm4b/Sf1/Cstf2t/Lsm14b/Exosc9/Celf3/Rpl6/Snrnp70/Pcf11/Rps3/Nup98/Tial1/Syncrip	24	Maintenance_vs_FoodTrained
GO:0004712	MF	GO:0004712	protein serine/threonine/tyrosine kinase activity	7/662	41/20962	0.000267844200019586	0.0313760348594372	0.0278316304080502	Clk1/Dstyk/Dyrk2/Map3k1/Dyrk1a/Prkaa2/Map2k1	7	Maintenance_vs_FoodTrained
GO:0004864	MF	GO:0004864	protein phosphatase inhibitor activity	7/662	42/20962	0.000312754763846552	0.0320573632942716	0.0284359923444694	Ppp1r7/Cabin1/Ppp1r1b/Phactr1/Elfn2/Ppp1r2/Ppp1r35	7	Maintenance_vs_FoodTrained
GO:0044389	MF	GO:0044389	ubiquitin-like protein ligase binding	22/662	317/20962	0.000504778740022244	0.0459909518686933	0.0407955683456574	Dnajb2/Bok/Rtn4/Ube2b/Trib2/Hsp90aa1/Ckb/Prr7/Rnf31/Ywhaz/Triobp/Pcbp2/Snx9/Lrpprc/Wbp1l/Bcl10/Vcp/Jun/Pink1/Kcnh2/Apbb1/Pias1	22	Maintenance_vs_FoodTrained
GO:00467771	BP	GO:0046777	protein autophosphorylation	22/604	241/21359	1.52371453869538e-06	0.00387787162519342	0.00348537449713741	Epha4/Mapkapk2/Mink1/Cdk12/Aatk/Calm1/Pim3/Acvr1b/Map3k12/Ddr1/Calm2/Ppp2r5b/Stk39/Src/Jun/Epha8/Pink1/Atp13a2/Met/Calm3/Hspa8/Ulk3	22	Craving_vs_Maintenance
GO:00718051	BP	GO:0071805	potassium ion transmembrane transport	20/604	206/21359	1.75469304307395e-06	0.00387787162519342	0.00348537449713741	Ywhae/Calm1/Kcnk9/Dlg1/Kcnk12/Calm2/Bin1/Stk39/Slc12a5/Hcn3/Kcna2/Kcnab2/Akap9/Kcnh2/Abcb8/Kcnip4/Calm3/Slc9a5/Nedd4/Kcnd1	20	Craving_vs_Maintenance
GO:0035304	BP	GO:0035304	regulation of protein dephosphorylation	13/604	96/21359	3.05677688286268e-06	0.00450365127408434	0.00404781612488552	Ywhae/Ppp1r9b/Ppp1r1b/Calm1/Ppp1r16a/Hsp90ab1/Calm2/Nsmf/Ptpa/Cry2/Pink1/Styxl1/Calm3	13	Craving_vs_Maintenance
GO:0007041	BP	GO:0007041	lysosomal transport	14/604	117/21359	5.68949439189441e-06	0.00628689130304332	0.00565056627237092	Plekhm1/Chmp7/Vps52/Bin1/Epg5/Vps51/Vps18/Snx16/Pink1/Atp13a2/Gak/Cacng7/Hspa8/Nedd4	14	Craving_vs_Maintenance
GO:0035303	BP	GO:0035303	regulation of dephosphorylation	15/604	136/21359	7.33403249023455e-06	0.00648328472136735	0.00582708181434636	Ywhae/Ppp1r9b/Ppp1r1b/Calm1/Ppp1r16a/Hsp90ab1/Calm2/Nsmf/Ptpa/Cry2/Src/Pink1/Styxl1/Ppp1r35/Calm3	15	Craving_vs_Maintenance
GO:00313461	BP	GO:0031346	positive regulation of cell projection organization	29/604	429/21359	1.53229880991245e-05	0.0112879345663551	0.0101454310677361	Arpc2/Epha4/Palm/Plekhm1/Rala/Twf1/Rrn3/Ppp2r5b/Grin1/Src/Stmn2/Wrap73/Fzd1/Styxl1/Ppp1r35/Fscn1/Met/Megf8/Ap2a1/Ptpn5/Rgma/Apbb1/Mob2/Crtc1/Cx3cl1/Katnb1/Ndrg4/Trim67/Nckipsd	29	Craving_vs_Maintenance
GO:0016570	BP	GO:0016570	histone modification	30/604	456/21359	1.84144849198588e-05	0.011609140575699	0.0104341263473894	Elk4/Usp21/Ube2b/Srebf1/Asxl2/Hdac9/Bap1/Nipbl/Crebbp/Glyr1/Phf1/Ring1/Ubr2/Nfya/Dpy30/Cxxc1/Naa40/Ddb1/Phf20/Ash1l/Pygo2/Setdb1/Pink1/Ep400/Prmt8/Apbb1/Sin3b/Kmt2a/Setd2/Hdac8	30	Craving_vs_Maintenance
GO:00068131	BP	GO:0006813	potassium ion transport	20/604	243/21359	2.10120191415366e-05	0.011609140575699	0.0104341263473894	Ywhae/Calm1/Kcnk9/Dlg1/Kcnk12/Calm2/Bin1/Stk39/Slc12a5/Hcn3/Kcna2/Kcnab2/Akap9/Kcnh2/Abcb8/Kcnip4/Calm3/Slc9a5/Nedd4/Kcnd1	20	Craving_vs_Maintenance
GO:00481681	BP	GO:0048168	regulation of neuronal synaptic plasticity	10/604	72/21359	3.36142137187973e-05	0.0148961933321704	0.0133884814564447	Nog/Grin2c/Syngr1/Nsmf/Grin1/Ncdn/Vgf/Rab8a/Jph3/Kmt2a	10	Craving_vs_Maintenance
GO:0043666	BP	GO:0043666	regulation of phosphoprotein phosphatase activity	9/604	58/21359	3.37017948691639e-05	0.0148961933321704	0.0133884814564447	Ppp1r9b/Ppp1r1b/Calm1/Hsp90ab1/Calm2/Ptpa/Cry2/Styxl1/Calm3	9	Craving_vs_Maintenance
GO:00322711	BP	GO:0032271	regulation of protein polymerization	17/604	196/21359	4.46484014866503e-05	0.017940539506454	0.0161246954268534	Map2/Arpc2/Inpp5j/Hsp90aa1/Dmtn/Twf1/Dlg1/Ttbk1/Bin1/Fchsd1/Stmn2/Akap9/Met/Mtpn/Eml2/Rps3/Pik3r2	17	Craving_vs_Maintenance
GO:00163111	BP	GO:0016311	dephosphorylation	24/604	344/21359	4.99334801870512e-05	0.0183921652022305	0.0165306100198185	Ptprk/Plppr3/Inpp5j/Ywhae/Ppp1r9b/Ppp1r1b/Calm1/Ppp1r16a/Hsp90ab1/Ptprs/Calm2/Ppp2r5b/Nsmf/Ptpa/Cry2/Src/Ptp4a2/Pink1/Styxl1/Ppp1r35/Calm3/Ptpn5/Inpp4b/Plppr2	24	Craving_vs_Maintenance
GO:00109761	BP	GO:0010976	positive regulation of neuron projection development	18/604	222/21359	6.52267272679379e-05	0.020861218995081	0.0187497595826234	Twf1/Rrn3/Ppp2r5b/Stmn2/Fzd1/Styxl1/Met/Ap2a1/Ptpn5/Rgma/Apbb1/Mob2/Crtc1/Cx3cl1/Katnb1/Ndrg4/Trim67/Nckipsd	18	Craving_vs_Maintenance
GO:0090307	BP	GO:0090307	mitotic spindle assembly	9/604	63/21359	6.60762592604374e-05	0.020861218995081	0.0187497595826234	Kpnb1/Chmp7/Pibf1/Kifc2/Smc3/Kif3b/Map9/Wrap73/Stag1	9	Craving_vs_Maintenance
GO:0007034	BP	GO:0007034	vacuolar transport	14/604	150/21359	9.45163831144072e-05	0.027850827557712	0.0250319178858788	Plekhm1/Chmp7/Vps52/Bin1/Epg5/Vps51/Vps18/Snx16/Pink1/Atp13a2/Gak/Cacng7/Hspa8/Nedd4	14	Craving_vs_Maintenance
GO:0022411	BP	GO:0022411	cellular component disassembly	26/604	414/21359	0.000139418957736183	0.0362582781693552	0.032588411957882	Map2/Arpc2/Atg9a/Epha4/Ngef/Bok/Apc2/Srebf1/Pelo/Chmp7/Dmtn/Twf1/Ddr1/Epg5/Endog/Stmn2/Pink1/Gak/Wipi2/Fscn1/Mtpn/Cebpg/Cers1/Katnb1/Hspa8/Mid1ip1	26	Craving_vs_Maintenance
GO:00512581	BP	GO:0051258	protein polymerization	19/604	258/21359	0.000148414905546959	0.0362582781693552	0.032588411957882	Map2/Arpc2/Inpp5j/Csnk1d/Hsp90aa1/Dmtn/Twf1/Dlg1/Ttbk1/Bin1/Fchsd1/Stmn2/Akap9/Met/Mtpn/Eml2/Rps3/Pik3r2/Mid1ip1	19	Craving_vs_Maintenance
GO:0060314	BP	GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	5/604	19/21359	0.000148794574848873	0.0362582781693552	0.032588411957882	Calm1/Pde4d/Calm2/Calm3/Jph3	5	Craving_vs_Maintenance
GO:0010921	BP	GO:0010921	regulation of phosphatase activity	10/604	86/21359	0.000155861376746097	0.0362582781693552	0.032588411957882	Ppp1r9b/Ppp1r1b/Calm1/Hsp90ab1/Calm2/Ptpa/Cry2/Styxl1/Ppp1r35/Calm3	10	Craving_vs_Maintenance
GO:00311101	BP	GO:0031110	regulation of microtubule polymerization or depolymerization	10/604	88/21359	0.000188912824565789	0.0417497342290394	0.0375240526269099	Map2/Apc2/Inpp5j/Stmn2/Akap9/Met/Eml2/Rps3/Katnb1/Mid1ip1	10	Craving_vs_Maintenance
GO:0018105	BP	GO:0018105	peptidyl-serine phosphorylation	22/604	331/21359	0.000203227380532318	0.0427745248548974	0.0384451195052115	Mapkapk2/Inpp5j/Cdk5r1/Csnk1d/Hsp90aa1/Pde4d/Dmtn/Map3k12/Hsp90ab1/Ttbk1/Stk39/Src/Top1/Hipk1/Pink1/Akap9/Srpk2/Dgkq/Met/Brsk1/Akt2/Ulk3	22	Craving_vs_Maintenance
GO:1904062	BP	GO:1904062	regulation of cation transmembrane transport	25/604	405/21359	0.000242159193854544	0.0486519834925947	0.043727693665409	Cbarp/Mink1/Ywhae/Grin2c/Calm1/Pde4d/Fgf14/Mapk8ip2/Dlg1/Calm2/Bin1/Grin1/Stk39/Lime1/Hcn3/Slc6a9/Kcnab2/Akap9/Kcnh2/Kcnip4/Cacng7/Calm3/Cx3cl1/Jph3/Nedd4	25	Craving_vs_Maintenance
GO:00064701	BP	GO:0006470	protein dephosphorylation	18/604	248/21359	0.000262622444105931	0.0492656800607454	0.0442792751962975	Ptprk/Ywhae/Ppp1r9b/Ppp1r1b/Calm1/Ppp1r16a/Hsp90ab1/Ptprs/Calm2/Ppp2r5b/Nsmf/Ptpa/Cry2/Ptp4a2/Pink1/Styxl1/Calm3/Ptpn5	18	Craving_vs_Maintenance
GO:0051225	BP	GO:0051225	spindle assembly	11/604	110/21359	0.000286509936906623	0.0492656800607454	0.0442792751962975	Kpnb1/Csnk1d/Chmp7/Pibf1/Kifc2/Smc3/Kif3b/Map9/Wrap73/Rps3/Stag1	11	Craving_vs_Maintenance
GO:19018801	BP	GO:1901880	negative regulation of protein depolymerization	9/604	76/21359	0.00028732799329752	0.0492656800607454	0.0442792751962975	Map2/Arpc2/Apc2/Dmtn/Twf1/Stmn2/Mtpn/Katnb1/Mid1ip1	9	Craving_vs_Maintenance
GO:00423911	BP	GO:0042391	regulation of membrane potential	27/604	458/21359	0.000289798118004385	0.0492656800607454	0.0442792751962975	Bok/Ubb/Ywhae/Grin2c/Fgf14/Kcnk9/Mapk8ip2/Abat/Dlg1/Kcnk12/Celf4/Bin1/Grin1/Src/Hcn3/Kcna2/Jun/Pink1/Kcnab2/Akap9/Kcnh2/Met/Akt2/Crtc1/Cx3cl1/Nedd4/Glra2	27	Craving_vs_Maintenance
GO:00322791	CC	GO:0032279	asymmetric synapse	40/610	402/21251	9.00639185095914e-12	4.91748995062369e-09	3.92489076452325e-09	Rpl7/Sema4c/Map2/Epha4/Palm/Rtn4/Rnf112/Cdk5r1/Ppp1r9b/Grin2c/Slc16a3/Prr7/Dmtn/Ywhaz/Adgrb1/Mapk8ip2/Dlg1/Ptprs/Gng3/Dagla/Nsmf/Grin1/Pkp4/Chrm4/Src/Arfgap1/Slc6a9/Kcnab2/Akap9/Rpl6/Met/Iqsec3/Clstn3/Cacng7/Rps3/Crtc1/Rab8a/Egln1/Hspa8/Kcnd1	40	Craving_vs_Maintenance
GO:00140691	CC	GO:0014069	postsynaptic density	39/610	394/21251	1.93473811047869e-11	5.28183504160683e-09	4.21569251441146e-09	Rpl7/Sema4c/Map2/Epha4/Palm/Rtn4/Rnf112/Cdk5r1/Ppp1r9b/Grin2c/Slc16a3/Prr7/Dmtn/Ywhaz/Adgrb1/Mapk8ip2/Dlg1/Ptprs/Gng3/Dagla/Nsmf/Grin1/Pkp4/Chrm4/Src/Arfgap1/Slc6a9/Kcnab2/Akap9/Rpl6/Met/Iqsec3/Clstn3/Cacng7/Rps3/Crtc1/Rab8a/Egln1/Kcnd1	39	Craving_vs_Maintenance
GO:00703821	CC	GO:0070382	exocytic vesicle	30/610	250/21251	3.93485935085186e-11	7.12222574310391e-09	5.68459891583771e-09	Sema4c/Atg9a/Sgta/Rnf112/Calm1/Kcnk9/Syngr1/Dlg1/Ptprs/Bin1/Slc6a7/Sptbn2/Grin1/Rab14/Slc32a1/Aph1a/Slc6a9/Svop/Brsk1/Calm3/Syt3/Ptpn5/Prrt2/Slc18a1/Rab8a/Gipc1/Hspa8/Scamp5/Rab27a/Cdk16	30	Craving_vs_Maintenance
GO:00301331	CC	GO:0030133	transport vesicle	35/610	336/21251	5.21774779714572e-11	7.12222574310391e-09	5.68459891583771e-09	Sema4c/Atg9a/Sgta/Ap1b1/Rnf112/Calm1/Kcnk9/Syngr1/Dlg1/Ptprs/Bin1/Slc6a7/Sptbn2/Grin1/Rab14/Slc32a1/Aph1a/Slc6a9/Pef1/Atp13a2/Svop/Ap1s1/Dync1i1/Brsk1/Calm3/Syt3/Ptpn5/Prrt2/Slc18a1/Rab8a/Gipc1/Hspa8/Scamp5/Rab27a/Cdk16	35	Craving_vs_Maintenance
GO:00995721	CC	GO:0099572	postsynaptic specialization	40/610	431/21251	7.71588808821824e-11	7.21616250420245e-09	5.75957446836286e-09	Rpl7/Sema4c/Map2/Epha4/Palm/Rtn4/Rnf112/Cdk5r1/Ppp1r9b/Grin2c/Slc16a3/Prr7/Dmtn/Ywhaz/Adgrb1/Mapk8ip2/Dlg1/Ptprs/Gng3/Dagla/Nsmf/Grin1/Pkp4/Chrm4/Src/Arfgap1/Slc6a9/Kcnab2/Akap9/Rpl6/Met/Iqsec3/Clstn3/Cacng7/Rps3/Crtc1/Rab8a/Egln1/Hspa8/Kcnd1	40	Craving_vs_Maintenance
GO:00989841	CC	GO:0098984	neuron to neuron synapse	40/610	432/21251	8.27814331935308e-11	7.21616250420245e-09	5.75957446836286e-09	Rpl7/Sema4c/Map2/Epha4/Palm/Rtn4/Rnf112/Cdk5r1/Ppp1r9b/Grin2c/Slc16a3/Prr7/Dmtn/Ywhaz/Adgrb1/Mapk8ip2/Dlg1/Ptprs/Gng3/Dagla/Nsmf/Grin1/Pkp4/Chrm4/Src/Arfgap1/Slc6a9/Kcnab2/Akap9/Rpl6/Met/Iqsec3/Clstn3/Cacng7/Rps3/Crtc1/Rab8a/Egln1/Hspa8/Kcnd1	40	Craving_vs_Maintenance
